id,match_id,bucket_num_input_patients,bucket_seconds
NSW181,PSID7,53,0.003179874998750165
NSW183,PSID6,53,0.003179874998750165
NSW182,PSID3,53,0.003179874998750165
NSW184,PSID5,53,0.003179874998750165
NSW175,PSID27,53,0.003179874998750165
NSW185,PSID4,53,0.003179874998750165
NSW170,PSID94,53,0.003179874998750165
NSW174,PSID24,53,0.003179874998750165
NSW163,PSID308,19,0.0028295000083744526
NSW169,PSID47,19,0.0028295000083744526
NSW135,PSID300,19,0.0028295000083744526
NSW149,PSID115,19,0.0028295000083744526
NSW134,PSID310,19,0.0028295000083744526
NSW128,PSID92,19,0.0028295000083744526
NSW168,PSID96,34,0.0020171250216662884
NSW152,PSID99,34,0.0020171250216662884
NSW142,PSID69,34,0.0020171250216662884
NSW165,PSID8,34,0.0020171250216662884
NSW141,PSID121,34,0.0020171250216662884
NSW140,PSID323,121,0.007065250014420599
NSW129,PSID76,121,0.007065250014420599
NSW112,PSID334,121,0.007065250014420599
NSW167,PSID114,121,0.007065250014420599
NSW106,PSID400,121,0.007065250014420599
NSW83,PSID361,121,0.007065250014420599
NSW173,PSID150,121,0.007065250014420599
NSW69,PSID354,121,0.007065250014420599
NSW32,PSID419,121,0.007065250014420599
NSW95,PSID226,121,0.007065250014420599
NSW180,PSID66,121,0.007065250014420599
NSW2,PSID341,121,0.007065250014420599
NSW28,PSID339,121,0.007065250014420599
NSW23,PSID224,121,0.007065250014420599
NSW179,PSID72,121,0.007065250014420599
NSW144,PSID326,121,0.007065250014420599
NSW166,PSID142,121,0.007065250014420599
NSW177,PSID31,121,0.007065250014420599
NSW87,PSID265,121,0.007065250014420599
NSW145,PSID112,121,0.007065250014420599
NSW58,PSID420,121,0.007065250014420599
NSW65,PSID356,121,0.007065250014420599
NSW100,PSID199,121,0.007065250014420599
NSW68,PSID200,121,0.007065250014420599
NSW176,PSID100,121,0.007065250014420599
NSW164,PSID111,121,0.007065250014420599
NSW162,PSID387,121,0.007065250014420599
NSW178,PSID84,121,0.007065250014420599
NSW42,PSID237,256,0.01689062500372529
NSW157,PSID140,256,0.01689062500372529
NSW22,PSID410,256,0.01689062500372529
NSW10,PSID393,256,0.01689062500372529
NSW116,PSID322,256,0.01689062500372529
NSW1,PSID368,256,0.01689062500372529
NSW3,PSID416,256,0.01689062500372529
NSW131,PSID173,256,0.01689062500372529
NSW75,PSID399,256,0.01689062500372529
NSW102,PSID423,256,0.01689062500372529
NSW123,PSID218,256,0.01689062500372529
NSW60,PSID353,256,0.01689062500372529
NSW108,PSID266,256,0.01689062500372529
NSW105,PSID388,256,0.01689062500372529
NSW96,PSID407,256,0.01689062500372529
NSW44,PSID391,256,0.01689062500372529
NSW125,PSID325,256,0.01689062500372529
NSW15,PSID278,256,0.01689062500372529
NSW73,PSID291,256,0.01689062500372529
NSW138,PSID179,256,0.01689062500372529
NSW78,PSID372,256,0.01689062500372529
NSW11,PSID355,256,0.01689062500372529
NSW76,PSID342,256,0.01689062500372529
NSW49,PSID333,256,0.01689062500372529
NSW148,PSID118,256,0.01689062500372529
NSW111,PSID253,256,0.01689062500372529
NSW92,PSID392,256,0.01689062500372529
NSW25,PSID367,256,0.01689062500372529
NSW61,PSID376,256,0.01689062500372529
NSW104,PSID374,256,0.01689062500372529
NSW56,PSID401,256,0.01689062500372529
NSW16,PSID411,256,0.01689062500372529
NSW47,PSID398,256,0.01689062500372529
NSW39,PSID408,256,0.01689062500372529
NSW53,PSID389,256,0.01689062500372529
NSW155,PSID375,256,0.01689062500372529
NSW147,PSID157,256,0.01689062500372529
NSW89,PSID383,256,0.01689062500372529
NSW146,PSID187,256,0.01689062500372529
NSW48,PSID370,256,0.01689062500372529
NSW37,PSID228,256,0.01689062500372529
NSW80,PSID277,256,0.01689062500372529
NSW121,PSID220,256,0.01689062500372529
NSW43,PSID256,256,0.01689062500372529
NSW130,PSID231,256,0.01689062500372529
NSW159,PSID158,256,0.01689062500372529
NSW97,PSID268,256,0.01689062500372529
NSW31,PSID406,256,0.01689062500372529
NSW107,PSID230,256,0.01689062500372529
NSW84,PSID371,256,0.01689062500372529
NSW132,PSID196,256,0.01689062500372529
NSW17,PSID424,256,0.01689062500372529
NSW36,PSID91,256,0.01689062500372529
NSW70,PSID405,256,0.01689062500372529
NSW20,PSID192,256,0.01689062500372529
NSW13,PSID345,256,0.01689062500372529
NSW81,PSID267,256,0.01689062500372529
NSW124,PSID259,76,0.007007709005847573
NSW156,PSID217,76,0.007007709005847573
NSW172,PSID97,76,0.007007709005847573
NSW59,PSID380,76,0.007007709005847573
NSW50,PSID352,76,0.007007709005847573
NSW115,PSID260,76,0.007007709005847573
NSW158,PSID110,76,0.007007709005847573
NSW113,PSID337,76,0.007007709005847573
NSW12,PSID381,76,0.007007709005847573
NSW9,PSID330,76,0.007007709005847573
NSW38,PSID331,76,0.007007709005847573
NSW127,PSID159,76,0.007007709005847573
NSW46,PSID293,76,0.007007709005847573
NSW34,PSID373,76,0.007007709005847573
NSW94,PSID386,76,0.007007709005847573
NSW117,PSID189,76,0.007007709005847573
NSW7,PSID269,76,0.007007709005847573
NSW120,PSID335,76,0.007007709005847573
NSW154,PSID191,76,0.007007709005847573
NSW33,PSID134,76,0.007007709005847573
NSW133,PSID98,76,0.007007709005847573
NSW82,PSID234,76,0.007007709005847573
NSW26,PSID48,76,0.007007709005847573
NSW91,PSID203,76,0.007007709005847573
NSW126,PSID15,76,0.007007709005847573
NSW52,PSID328,76,0.007007709005847573
NSW137,PSID235,28,0.0012494999973569065
